,Name,Chance of playing this round,Chance of playing next round,code,Position,Live cost,PPG,GWPoints,Percentage owned,Team,Total points,Minutes Played,Goals Scored,Assists,Clean sheets,Goals Conceded,Penalties Saved,Penalties Missed,Yellow Cards,Saves,Bonus,ICT,Fixture_Strength,Result_Strength,Predicted Points
590,Matt Phillips,100.0,100.0,50229,3,51,2.2,8,0.1,18,57,1285,2,1,3,26,0,0,1,0,3,79.7,0,0,0
591,Kyle Bartley,100.0,75.0,59940,2,44,3.1,6,0.3,18,72,1953,3,1,5,36,0,0,3,0,3,83.7,0,0,0
592,Romaine Sawyers,,,61600,3,46,1.7,0,0.0,18,33,1486,0,0,1,42,0,0,2,0,0,26.7,0,0,0
593,Ahmed El-Sayed Hegazy,0.0,0.0,77777,2,41,6.0,0,0.1,18,6,90,0,0,1,0,0,0,0,0,0,2.0,0,0,0
594,Charlie Austin,0.0,0.0,78356,4,51,1.0,0,0.1,18,5,135,0,0,0,5,0,0,0,0,0,5.0,0,0,0
595,Kenneth Zohore,0.0,0.0,82078,4,48,0.0,0,0.0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
596,Sam Johnstone,,,101982,1,45,3.9,15,2.6,18,116,2700,0,1,6,57,1,0,0,124,15,93.1,0,0,0
597,Conor Townsend,100.0,100.0,108053,2,44,3.3,6,0.1,18,60,1604,0,0,6,19,0,0,0,0,6,64.4,0,0,0
598,Oluwasemilogo Adesewo Ibidapo Ajayi,100.0,100.0,146426,2,48,1.7,1,0.2,18,43,2194,2,1,1,57,0,0,3,0,2,65.2,0,0,0
599,Jonathan Leko,0.0,0.0,173809,3,45,0.0,0,0.0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
600,Kyle Edwards,,,174593,3,47,1.0,0,0.0,18,5,114,0,0,0,3,0,0,0,0,0,6.4,0,0,0
601,Darnell Furlong,,,176420,2,45,2.6,6,0.2,18,72,2301,1,3,6,46,0,0,4,0,2,82.6,0,0,0
602,Sam Field,0.0,0.0,195864,3,48,1.0,0,0.0,18,3,61,0,0,0,2,0,0,0,0,0,2.0,0,0,0
603,Dara O'Shea,75.0,100.0,216616,2,42,1.6,6,0.2,18,38,1914,0,0,3,45,0,0,3,0,1,51.9,0,0,0
604,Rekeem Harper,0.0,0.0,232427,3,43,1.0,0,0.3,18,2,30,0,0,0,2,0,0,0,0,0,1.6,0,0,0
605,Robert Snodgrass,100.0,50.0,18987,3,56,1.3,0,0.1,18,14,528,0,0,0,14,0,0,2,0,0,20.7,0,0,0
606,Grady Diangana,100.0,100.0,179830,3,50,2.1,0,0.2,18,34,1086,1,0,1,28,0,0,0,0,0,39.2,0,0,0
607,Matheus Pereira,100.0,100.0,210407,3,54,4.4,9,3.2,18,120,2052,8,6,6,44,0,0,2,0,12,174.3,0,0,0
608,Cedric Kipre,0.0,0.0,183015,2,43,0.0,0,0.0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
609,Branislav Ivanovic,0.0,0.0,41135,2,44,1.5,0,0.1,18,20,764,0,0,2,19,0,0,2,0,0,19.1,0,0,0
610,Conor Gallagher,100.0,100.0,232787,3,55,2.6,1,0.1,18,62,1990,2,2,5,34,0,0,8,0,3,84.4,0,0,0
611,Filip Krovinovic,0.0,0.0,200878,3,49,1.5,0,0.0,18,17,541,0,0,1,11,0,0,0,0,0,22.8,0,0,0
612,Karlan Grant,100.0,100.0,180294,4,56,2.2,0,0.0,18,37,1083,1,0,3,24,0,0,1,0,3,41.1,0,0,0
613,Lee Peltier,100.0,100.0,38716,2,39,0.5,0,0.1,18,2,228,0,0,0,8,0,0,1,0,0,6.7,0,0,0
614,Cheikh Diaby,,,505265,4,45,0.0,0,0.1,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
615,Andy Lonergan,,,11948,1,40,0.0,0,0.0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
616,Mbaye Diagne,,,164011,4,60,3.6,5,0.4,18,40,892,2,4,4,9,0,0,2,0,1,51.9,0,0,0
617,Okay Yokuslu,,,101394,3,45,2.6,6,0.0,18,23,708,0,1,4,5,0,0,1,0,0,25.7,0,0,0
618,Jesse Lingard,100.0,100.0,109322,3,65,9.1,14,26.8,19,82,797,8,4,3,11,0,1,2,0,13,89.0,0,0,0
619,Mark Noble,100.0,75.0,18073,3,45,1.2,2,0.3,19,22,553,0,0,0,12,0,0,1,0,0,10.7,0,0,0
620,David Martin,,,19194,1,39,0.0,0,5.4,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
621,Darren Randolph,25.0,25.0,32259,1,43,3.5,0,0.2,19,7,180,0,0,1,2,0,0,0,3,0,2.1,0,0,0
622,Lukasz Fabianski,100.0,100.0,37096,1,50,3.9,1,3.2,19,113,2610,0,0,9,37,1,0,2,84,9,60.9,0,0,0
623,Angelo Ogbonna,0.0,0.0,40669,2,47,3.6,0,0.8,19,82,2042,2,0,8,28,0,0,4,0,5,61.4,0,0,0
624,Roberto Jimenez Gago,0.0,0.0,40694,1,45,0.0,0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
625,Jack Wilshere,0.0,0.0,54102,3,49,0.0,0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
626,Aaron Cresswell,100.0,75.0,55459,2,59,4.4,0,26.4,19,136,2752,0,10,10,37,0,0,3,0,20,134.5,0,0,0
627,Andriy Yarmolenko,0.0,0.0,56377,3,55,1.1,0,0.1,19,16,345,0,1,1,7,0,0,3,0,0,23.2,0,0,0
628,Michail Antonio,25.0,25.0,57531,4,66,4.3,0,8.5,19,90,1544,7,5,5,21,0,0,3,0,13,150.2,0,0,0
629,Ryan Fredericks,100.0,100.0,81012,2,42,2.2,0,0.2,19,24,450,1,1,1,8,0,0,2,0,0,38.0,0,0,0
630,Manuel Lanzini,100.0,100.0,86934,3,64,1.8,0,0.1,19,23,400,1,1,1,3,0,0,1,0,0,30.6,0,0,0
631,Felipe Anderson Pereira Gomes,0.0,0.0,101537,3,61,1.0,0,0.1,19,2,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0
632,Sébastien Haller,0.0,0.0,103123,4,61,2.6,0,0.2,19,41,932,3,0,3,12,0,0,0,0,4,66.2,0,0,0
633,Arthur Masuaku,100.0,100.0,105717,2,43,3.5,0,0.5,19,42,1006,0,2,4,15,0,0,2,0,4,45.0,0,0,0
634,Fabián Balbuena,100.0,100.0,166640,2,41,3.1,0,0.6,19,40,1117,1,0,4,18,0,0,1,0,0,34.0,0,0,0
635,Jordan Hugill,0.0,0.0,167522,4,55,0.0,0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
636,Jarrod Bowen,,,178186,3,59,3.9,12,2.2,19,122,2153,8,4,7,29,0,0,0,0,8,157.3,0,0,0
637,Albian Ajeti,0.0,0.0,181008,4,55,0.0,0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
638,Declan Rice,25.0,25.0,204480,3,47,2.6,0,2.0,19,76,2610,1,1,10,35,0,0,2,0,2,108.6,0,0,0
639,Tomas Soucek,100.0,100.0,215439,3,53,4.1,4,12.9,19,127,2790,9,2,10,39,0,0,6,0,15,172.7,0,0,0
640,Pablo Fornals,100.0,100.0,217593,3,58,3.6,2,0.5,19,94,1965,3,6,8,25,0,0,3,0,7,96.3,0,0,0
641,Issa Diop,100.0,100.0,219924,2,43,2.4,1,0.6,19,29,1017,1,0,2,16,0,0,3,0,1,29.4,0,0,0
642,Ben Johnson,,,222018,2,39,1.9,1,2.4,19,23,419,1,0,1,7,0,0,1,0,0,10.8,0,0,0
643,Vladimir Coufal,,,164555,2,46,3.7,4,5.7,19,99,2424,0,6,8,35,0,0,3,0,9,118.2,0,0,0
644,Craig Dawson,,,60232,2,45,4.1,1,1.3,19,66,1440,3,0,6,18,0,0,1,0,3,53.1,0,0,0
645,Saïd Benrahma,,,172841,3,60,2.1,1,0.2,19,48,1073,0,4,3,14,0,0,0,0,0,73.4,0,0,0
646,Frederik Alves,,,486870,2,40,0.0,0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
647,Ademipo Odubeko,,,461533,4,45,0.0,0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
648,Conor Coventry,,,222017,3,45,0.0,0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
649,Jamal Baptiste,,,462384,2,40,0.0,0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
650,Nathan Trott,,,232398,1,40,0.0,0,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
651,John Ruddy,,,19236,1,43,1.0,0,0.2,20,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0
652,João Filipe Iria Santos Moutinho,75.0,100.0,19624,3,51,2.2,1,0.8,20,62,2087,1,1,5,34,0,0,3,0,4,103.8,0,0,0
653,Rui Pedro dos Santos Patrício,100.0,100.0,38533,1,53,3.7,9,4.7,20,115,2790,0,0,9,41,1,0,1,80,11,62.3,0,0,0
654,Ryan Bennett,0.0,0.0,41727,2,44,0.0,0,0.1,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
655,Willy Boly,0.0,75.0,90585,2,54,3.5,0,1.1,20,60,1530,1,1,5,22,0,0,1,0,4,52.8,0,0,0
656,Conor Coady,100.0,100.0,94147,2,49,3.1,6,6.7,20,92,2673,1,0,9,40,0,0,4,0,6,69.0,0,0,0
657,Raúl Jiménez,25.0,25.0,102057,4,81,4.3,0,4.5,20,43,824,4,1,4,10,0,0,0,0,7,55.0,0,0,0
658,Romain Saïss,100.0,100.0,107613,2,49,4.0,6,5.8,20,87,1957,3,0,7,31,0,0,2,0,9,81.1,0,0,0
659,Jonathan Castro Otto,0.0,0.0,114128,2,54,2.3,0,0.0,20,16,496,0,0,1,4,0,0,0,0,1,10.8,0,0,0
660,Léo Bonatini,0.0,0.0,141569,4,48,0.0,0,0.1,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
661,Leander Dendoncker,100.0,100.0,151589,3,46,2.5,3,0.6,20,66,2056,1,2,10,24,0,0,3,0,2,91.3,0,0,0
662,Adama Traoré,100.0,100.0,159533,3,60,2.4,8,5.2,20,72,2135,1,3,6,32,0,0,3,0,3,131.4,0,0,0
663,Rúben Diogo da Silva Neves,100.0,0.0,171317,3,51,3.1,3,1.8,20,94,2255,5,1,8,34,0,0,7,0,10,133.3,0,0,0
664,Oskar Buur,0.0,0.0,179456,2,39,1.0,0,1.5,20,1,22,0,0,0,0,0,0,0,0,0,0.1,0,0,0
665,Daniel Castelo Podence,100.0,100.0,200600,3,53,3.4,3,1.0,20,68,1434,3,2,7,20,0,0,2,0,5,96.8,0,0,0
666,Max Kilman,,,214048,2,39,3.6,0,6.2,20,54,1119,0,1,5,9,0,0,3,0,8,34.0,0,0,0
667,Rúben Gonçalo Silva Nascimento Vinagre,0.0,0.0,216054,2,41,0.5,0,0.7,20,1,172,0,0,0,7,0,0,0,0,0,5.7,0,0,0
668,Matija Sarkic,0.0,0.0,216208,1,44,0.0,0,0.1,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
669,Morgan Gibbs-White,100.0,100.0,222531,3,49,1.2,1,0.0,20,6,117,0,0,0,1,0,0,0,0,0,5.5,0,0,0
670,Pedro Lomba Neto,100.0,0.0,247632,3,57,4.0,1,7.2,20,124,2549,5,8,9,38,0,0,4,0,10,232.5,0,0,0
671,Bruno André Cavaco Jordao,0.0,0.0,428610,3,43,0.0,0,0.2,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
672,Leonardo Campana,,,474003,4,48,0.0,0,0.3,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
673,Fabio Silva,,,449988,4,52,1.9,4,1.0,20,48,866,3,1,0,21,0,0,2,0,3,73.3,0,0,0
674,Fernando Marçal,25.0,25.0,111291,2,47,1.5,0,0.1,20,18,611,0,0,1,9,0,0,2,0,0,16.1,0,0,0
675,Vitor Ferreira,,,437858,3,47,1.3,0,0.0,20,17,242,0,1,0,3,0,0,0,0,0,14.6,0,0,0
676,Ki-Jana Hoever,,,441271,2,44,1.0,0,0.0,20,10,393,0,0,0,8,0,0,1,0,0,12.0,0,0,0
677,Nélson Cabral Semedo,,,200402,2,52,3.0,9,2.8,20,85,2476,0,2,8,36,0,0,4,0,7,107.8,0,0,0
678,Meritan Shabani,0.0,0.0,225368,3,44,0.0,0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
679,Rayan Ait Nouri,100.0,100.0,448514,2,50,2.8,7,0.2,20,42,877,1,1,2,14,0,0,0,0,6,39.0,0,0,0
680,Owen Otasowie,,,250604,3,45,1.4,0,0.0,20,7,115,0,1,0,5,0,0,1,0,0,7.3,0,0,0
681,Theo Corbeanu,,,443296,3,45,0.0,0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
682,Taylor Perry,,,232361,3,45,0.0,0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
683,Luke Cundle,,,245923,3,45,0.0,0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
684,Lewis Richards,,,437688,2,40,0.0,0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
685,Christian Marques,,,481626,2,39,0.0,0,0.1,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
686,Andreas Söndergaard,,,448487,1,40,0.0,0,0.3,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
687,Patrick Cutrone,0.0,0.0,209353,4,59,1.0,0,0.0,20,2,23,0,0,0,0,0,0,0,0,0,0.2,0,0,0
688,Nigel Lonwijk,,,465551,2,40,0.0,0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
689,Willian José Da Silva,100.0,100.0,73314,4,68,2.2,2,0.2,20,24,808,0,1,4,8,0,0,0,0,0,35.8,0,0,0
690,Hugo Bueno,,,490721,2,40,0.0,0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
